[20:42:27.699][Log]  [Self-Tests] Running self tests...
[20:42:27.700][Log]  [Self-Tests] [AppId] App ID is correct.
[20:42:27.700][Log]  [Self-Tests] [Settings] Validating game settings file format...
[20:42:27.706][Log]  [Self-Tests] [Settings] Game settings file is valid.
[20:42:27.706][Log]  [Self-Tests] [Config] Validating server config file and command line arguments...
[20:42:27.708][Log]  Server configuration is valid. More... 
{
  "IpAddress": "0.0.0.0",
  "GamePort": 8766,
  "QueryPort": 27016,
  "BlobSyncPort": 9700,
  "ServerName": "BEEGSONS-9440",
  "MaxPlayers": 8,
  "Password": "deesh285",
  "LanOnly": false,
  "SaveSlot": 1,
  "SaveMode": "Continue",
  "GameMode": "Normal",
  "SaveInterval": 600,
  "IdleDayCycleSpeed": 0.0,
  "IdleTargetFramerate": 5,
  "ActiveTargetFramerate": 60,
  "LogFilesEnabled": true,
  "TimestampLogFilenames": true,
  "TimestampLogEntries": true,
  "SkipNetworkAccessibilityTest": false,
  "GameSettings": {},
  "CustomGameModeSettings": {}
}
[20:42:27.708][Log]  [Self-Tests] [Config] Dedicated Server configuration file is valid.
[20:42:27.709][Log]  [Self-Tests] [Networking] Testing public accessibility...
[20:42:30.876][Log]  [Self-Tests] [Networking] Testing server ports against public ip 24.8.87.201...
[20:42:30.920][Log]  [Self-Tests] [Networking] UDP GamePort [8766] is open.
[20:42:30.952][Log]  [Self-Tests] [Networking] UDP QueryPort [27016] is open.
[20:42:30.986][Log]  [Self-Tests] [Networking] UDP BlobSyncPort [9700] is open.
[20:42:30.986][Log]  [Self-Tests] Self tests passed.
[20:42:30.986][Log]  [Dedicated] Starting Sons of the Forest Dedicated Server...
[20:42:33.693][Log]  [Dedicated] Loading game settings.
[20:42:33.694][Log]  [Dedicated] CustomGameModeSettings: no value found for Gameplay.TreeRegrowth. Using default value.
[20:42:33.694][Log]  [Dedicated] CustomGameModeSettings: no value found for Structure.Damage. Using default value.
[20:42:33.713][Log]  [Dedicated] SaveMode is Continue. Save found, loading save. Game mode is Normal
[20:42:35.353][Log]  Steam server created.
[20:44:09.826][Log]  Loading progress: 76
[20:44:10.359][Log]  Loading progress: 76
[20:44:10.862][Log]  Loading progress: 76
[20:44:11.689][Log]  Loading progress: 76
[20:44:12.206][Log]  Loading progress: 76
[20:44:12.709][Log]  Loading progress: 76
[20:44:13.212][Log]  Loading progress: 76
[20:44:13.713][Log]  Loading progress: 76
[20:44:14.213][Log]  Loading progress: 76
[20:44:14.715][Log]  Loading progress: 76
[20:44:15.217][Log]  Loading progress: 76
[20:44:15.849][Log]  Loading progress: 76
[20:44:17.833][Log]  Loading progress: 76
[20:44:18.346][Log]  Loading progress: 76
[20:44:18.849][Log]  Loading progress: 76
[20:44:19.350][Log]  Loading progress: 76
[20:44:19.853][Log]  Loading progress: 76
[20:44:20.386][Log]  Loading progress: 76
[20:44:20.892][Log]  Loading progress: 76
[20:44:21.421][Log]  Loading progress: 76
[20:44:24.377][Log]  Loading progress: 77
[20:44:24.880][Log]  Loading progress: 77
[20:44:25.382][Log]  Loading progress: 77
[20:44:25.885][Log]  Loading progress: 77
[20:44:26.386][Log]  Loading progress: 77
[20:44:26.890][Log]  Loading progress: 77
[20:44:27.394][Log]  Loading progress: 77
[20:44:27.895][Log]  Loading progress: 77
[20:44:30.274][Log]  Loading progress: 80
[20:44:30.807][Log]  Loading progress: 100
[20:44:34.508][Log]  Autosave complete. Time: 2023-08-08 20:44:34 Slot: 1
[20:44:34.888][Log]  Server empty, idling...
[20:44:34.888][Log]  Set target framerate: 5
[20:44:34.889][Log]  Dedicated server loaded.
[20:54:34.706][Log]  Autosave complete. Time: 2023-08-08 20:54:34 Slot: 1
[21:04:34.817][Log]  Autosave complete. Time: 2023-08-08 21:04:34 Slot: 1
[21:14:34.862][Log]  Autosave complete. Time: 2023-08-08 21:14:34 Slot: 1
[21:24:34.911][Log]  Autosave complete. Time: 2023-08-08 21:24:34 Slot: 1
[21:34:34.965][Log]  Autosave complete. Time: 2023-08-08 21:34:34 Slot: 1
[21:44:35.018][Log]  Autosave complete. Time: 2023-08-08 21:44:35 Slot: 1
[21:54:35.054][Log]  Autosave complete. Time: 2023-08-08 21:54:35 Slot: 1
[22:04:35.106][Log]  Autosave complete. Time: 2023-08-08 22:04:35 Slot: 1
[22:14:35.131][Log]  Autosave complete. Time: 2023-08-08 22:14:35 Slot: 1
[22:24:35.221][Log]  Autosave complete. Time: 2023-08-08 22:24:35 Slot: 1
[22:34:35.243][Log]  Autosave complete. Time: 2023-08-08 22:34:35 Slot: 1
[22:44:35.298][Log]  Autosave complete. Time: 2023-08-08 22:44:35 Slot: 1
[22:54:35.348][Log]  Autosave complete. Time: 2023-08-08 22:54:35 Slot: 1
