[12:43:41.787][Log]  [Self-Tests] Running self tests...
[12:43:41.788][Log]  [Self-Tests] [AppId] App ID is correct.
[12:43:41.789][Log]  [Self-Tests] [Settings] Validating game settings file format...
[12:43:41.797][Log]  [Self-Tests] [Settings] Game settings file is valid.
[12:43:41.798][Log]  [Self-Tests] [Config] Validating server config file and command line arguments...
[12:43:41.800][Log]  Server configuration is valid. More... 
{
  "IpAddress": "0.0.0.0",
  "GamePort": 8766,
  "QueryPort": 27016,
  "BlobSyncPort": 9700,
  "ServerName": "BEEGSONS-9440",
  "MaxPlayers": 8,
  "Password": "deesh285",
  "LanOnly": false,
  "SaveSlot": 1,
  "SaveMode": "Continue",
  "GameMode": "Normal",
  "SaveInterval": 600,
  "IdleDayCycleSpeed": 0.0,
  "IdleTargetFramerate": 5,
  "ActiveTargetFramerate": 60,
  "LogFilesEnabled": true,
  "TimestampLogFilenames": true,
  "TimestampLogEntries": true,
  "SkipNetworkAccessibilityTest": false,
  "GameSettings": {},
  "CustomGameModeSettings": {}
}
[12:43:41.800][Log]  [Self-Tests] [Config] Dedicated Server configuration file is valid.
[12:43:41.801][Log]  [Self-Tests] [Networking] Testing public accessibility...
[12:43:44.048][Log]  [Self-Tests] [Networking] Testing server ports against public ip 24.8.87.201...
[12:43:44.092][Log]  [Self-Tests] [Networking] UDP GamePort [8766] is open.
[12:43:44.123][Log]  [Self-Tests] [Networking] UDP QueryPort [27016] is open.
[12:43:44.157][Log]  [Self-Tests] [Networking] UDP BlobSyncPort [9700] is open.
[12:43:44.157][Log]  [Self-Tests] Self tests passed.
[12:43:44.157][Log]  [Dedicated] Starting Sons of the Forest Dedicated Server...
[12:43:46.980][Log]  [Dedicated] Loading game settings.
[12:43:46.981][Log]  [Dedicated] CustomGameModeSettings: no value found for Gameplay.TreeRegrowth. Using default value.
[12:43:46.981][Log]  [Dedicated] CustomGameModeSettings: no value found for Structure.Damage. Using default value.
[12:43:46.997][Log]  [Dedicated] SaveMode is Continue. Save found, loading save. Game mode is Normal
[12:43:48.477][Log]  Steam server created.
[12:45:40.014][Log]  Loading progress: 77
[12:45:40.516][Log]  Loading progress: 77
[12:45:43.640][Log]  Loading progress: 80
[12:45:44.159][Log]  Loading progress: 100
[12:45:44.662][Log]  Loading progress: 100
[12:45:47.151][Log]  Autosave complete. Time: 2023-07-22 12:45:47 Slot: 1
[12:45:47.540][Log]  Server empty, idling...
[12:45:47.540][Log]  Set target framerate: 5
[12:45:47.540][Log]  Dedicated server loaded.
[12:55:47.460][Log]  Autosave complete. Time: 2023-07-22 12:55:47 Slot: 1
[13:05:47.460][Log]  Autosave complete. Time: 2023-07-22 13:05:47 Slot: 1
[13:15:47.655][Log]  Autosave complete. Time: 2023-07-22 13:15:47 Slot: 1
[13:25:47.862][Log]  Autosave complete. Time: 2023-07-22 13:25:47 Slot: 1
[13:35:48.050][Log]  Autosave complete. Time: 2023-07-22 13:35:48 Slot: 1
[13:45:48.207][Log]  Autosave complete. Time: 2023-07-22 13:45:48 Slot: 1
[13:55:48.392][Log]  Autosave complete. Time: 2023-07-22 13:55:48 Slot: 1
[14:05:48.575][Log]  Autosave complete. Time: 2023-07-22 14:05:48 Slot: 1
[14:15:48.776][Log]  Autosave complete. Time: 2023-07-22 14:15:48 Slot: 1
[14:25:48.938][Log]  Autosave complete. Time: 2023-07-22 14:25:48 Slot: 1
[14:35:49.107][Log]  Autosave complete. Time: 2023-07-22 14:35:49 Slot: 1
[14:45:49.295][Log]  Autosave complete. Time: 2023-07-22 14:45:49 Slot: 1
[14:55:49.481][Log]  Autosave complete. Time: 2023-07-22 14:55:49 Slot: 1
[15:05:49.661][Log]  Autosave complete. Time: 2023-07-22 15:05:49 Slot: 1
[15:15:49.828][Log]  Autosave complete. Time: 2023-07-22 15:15:49 Slot: 1
[15:25:50.040][Log]  Autosave complete. Time: 2023-07-22 15:25:50 Slot: 1
[15:35:50.222][Log]  Autosave complete. Time: 2023-07-22 15:35:50 Slot: 1
[15:45:50.395][Log]  Autosave complete. Time: 2023-07-22 15:45:50 Slot: 1
[15:55:50.559][Log]  Autosave complete. Time: 2023-07-22 15:55:50 Slot: 1
[16:05:50.746][Log]  Autosave complete. Time: 2023-07-22 16:05:50 Slot: 1
[16:15:50.918][Log]  Autosave complete. Time: 2023-07-22 16:15:50 Slot: 1
[16:25:51.089][Log]  Autosave complete. Time: 2023-07-22 16:25:51 Slot: 1
[16:35:51.275][Log]  Autosave complete. Time: 2023-07-22 16:35:51 Slot: 1
[16:45:51.459][Log]  Autosave complete. Time: 2023-07-22 16:45:51 Slot: 1
[16:55:51.638][Log]  Autosave complete. Time: 2023-07-22 16:55:51 Slot: 1
[17:05:51.809][Log]  Autosave complete. Time: 2023-07-22 17:05:51 Slot: 1
[17:15:51.972][Log]  Autosave complete. Time: 2023-07-22 17:15:51 Slot: 1
[17:25:52.171][Log]  Autosave complete. Time: 2023-07-22 17:25:52 Slot: 1
[17:35:52.334][Log]  Autosave complete. Time: 2023-07-22 17:35:52 Slot: 1
[17:45:52.528][Log]  Autosave complete. Time: 2023-07-22 17:45:52 Slot: 1
[17:55:52.693][Log]  Autosave complete. Time: 2023-07-22 17:55:52 Slot: 1
[18:05:52.862][Log]  Autosave complete. Time: 2023-07-22 18:05:52 Slot: 1
[18:15:53.038][Log]  Autosave complete. Time: 2023-07-22 18:15:53 Slot: 1
[18:25:53.226][Log]  Autosave complete. Time: 2023-07-22 18:25:53 Slot: 1
[18:35:53.379][Log]  Autosave complete. Time: 2023-07-22 18:35:53 Slot: 1
[18:45:53.560][Log]  Autosave complete. Time: 2023-07-22 18:45:53 Slot: 1
[18:55:53.755][Log]  Autosave complete. Time: 2023-07-22 18:55:53 Slot: 1
[19:05:53.923][Log]  Autosave complete. Time: 2023-07-22 19:05:53 Slot: 1
[19:15:54.101][Log]  Autosave complete. Time: 2023-07-22 19:15:54 Slot: 1
[19:25:54.295][Log]  Autosave complete. Time: 2023-07-22 19:25:54 Slot: 1
[19:35:54.464][Log]  Autosave complete. Time: 2023-07-22 19:35:54 Slot: 1
[19:45:54.659][Log]  Autosave complete. Time: 2023-07-22 19:45:54 Slot: 1
[19:55:54.865][Log]  Autosave complete. Time: 2023-07-22 19:55:54 Slot: 1
[20:05:55.033][Log]  Autosave complete. Time: 2023-07-22 20:05:55 Slot: 1
[20:15:55.209][Log]  Autosave complete. Time: 2023-07-22 20:15:55 Slot: 1
[20:25:55.411][Log]  Autosave complete. Time: 2023-07-22 20:25:55 Slot: 1
[20:35:55.588][Log]  Autosave complete. Time: 2023-07-22 20:35:55 Slot: 1
[20:45:55.761][Log]  Autosave complete. Time: 2023-07-22 20:45:55 Slot: 1
[20:55:55.941][Log]  Autosave complete. Time: 2023-07-22 20:55:55 Slot: 1
[21:05:56.133][Log]  Autosave complete. Time: 2023-07-22 21:05:56 Slot: 1
[21:15:56.333][Log]  Autosave complete. Time: 2023-07-22 21:15:56 Slot: 1
[21:25:56.553][Log]  Autosave complete. Time: 2023-07-22 21:25:56 Slot: 1
[21:35:56.760][Log]  Autosave complete. Time: 2023-07-22 21:35:56 Slot: 1
